TRI Incident Number,ForceType,InjuryLevel,Member Injured,Rank Grouped,Assignment,Member Gender,Race
2020042962110,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962112,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962115,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962115,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962122,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962123,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962124,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962126,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020042962136,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962018,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962020,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962023,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962024,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962029,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962030,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962032,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962042,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962042,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962061,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962069,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962075,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962078,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962078,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962089,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020043962094,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962022,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962035,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962046,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962063,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962079,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962087,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962089,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962089,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962090,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962090,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962092,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962101,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962102,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962102,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962102,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962105,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962122,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962123,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962132,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962132,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962138,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962139,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962140,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962140,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962140,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962144,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962157,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962157,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962157,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962172,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962172,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962173,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020044962173,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962020,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962023,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962023,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962030,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962034,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962034,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020045962063,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962026,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962053,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962060,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962060,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962070,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962077,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962083,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962088,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962109,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962109,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962110,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962110,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962110,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962115,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962117,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962117,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962125,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962129,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962129,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962129,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962134,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962147,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020047962151,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962015,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962030,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962030,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962033,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962034,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962036,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962055,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962056,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962056,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962057,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020049962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962016,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962024,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962045,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962049,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962054,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962054,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962054,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962059,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962059,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962064,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962085,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962085,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962094,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962094,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962097,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962100,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962118,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962118,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962120,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962120,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962122,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962124,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020051962124,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962017,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962026,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962028,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962029,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962032,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962037,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962048,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962048,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962048,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962058,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962067,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962070,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962075,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962075,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962075,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962076,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962082,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962086,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962086,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962087,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962090,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962091,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962092,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962095,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962097,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020052962099,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962015,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962021,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962028,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962028,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962029,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962029,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962032,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962038,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962039,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962039,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962052,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962061,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962065,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962079,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962079,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962095,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962099,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962099,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962101,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962108,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962111,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962113,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962114,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962114,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962118,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962119,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020053962120,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962035,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962044,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962054,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962055,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962061,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962064,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962066,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962069,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962080,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962081,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962094,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962109,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962115,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962118,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962132,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962138,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962138,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962146,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962146,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962157,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962158,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962169,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962182,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962206,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962213,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962244,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962247,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962271,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962271,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962284,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962284,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962284,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962289,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962292,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962298,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962298,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962306,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962306,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962315,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962320,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962332,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
2020059962332,Physical Force,No Injury,N,Police Officer,SECTOR/RESPONSE AUTO,MALE,WHITE
